@relation 'dataset_pangoa_nosupervisado'

@attribute tipo_contribuyente {'Persona juridica','Persona natural'}
@attribute monto_impuesto numeric
@attribute monto_pagado numeric
@attribute deuda_acumulada numeric
@attribute anios_moroso numeric
@attribute frecuencia_pago {'Con retraso','Nunca paga'}
@attribute meses_retraso_promedio numeric
@attribute num_notificaciones numeric
@attribute respondio_notificacion {Si,No}
@attribute fraccionamiento {No,Si}

@data
'Persona natural',73.47,0,28.66,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.44,0,28.65,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.42,0,28.65,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.39,0,0,0,'Nunca paga',0.3,0,No,No
'Persona natural',73.38,0,28.64,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.33,0,28.63,1,'Nunca paga',0,1,No,No
'Persona natural',73.3,0,28.62,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.29,28.51,0,0,'Con retraso',0,1,Si,No
'Persona natural',73.28,0,28.61,1,'Nunca paga',0,1,No,No
'Persona natural',73.27,0,28.61,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.25,0,28.61,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.2,0,28.59,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.19,0,28.59,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.18,0,28.59,1,'Nunca paga',0,1,No,No
'Persona natural',73.18,0,28.59,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.16,0,28.58,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.15,0,0,0,'Nunca paga',0.3,0,No,No
'Persona natural',73.11,0,28.57,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.06,0,28.56,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.02,0,28.55,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.99,0,28.54,1,'Nunca paga',0,1,No,No
'Persona natural',72.97,0,28.54,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.91,0,28.52,1,'Nunca paga',0,1,No,No
'Persona natural',72.91,0,28.52,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.9,0,28.52,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.87,0,28.51,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.84,0,28.5,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.83,0,28.5,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.82,0,28.5,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.81,0,28.5,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.75,0,28.48,1,'Nunca paga',0,1,No,No
'Persona natural',72.75,28.19,0,0,'Con retraso',0,1,Si,No
'Persona natural',72.71,0,28.47,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.67,0,28.46,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.65,0,28.46,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.62,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',72.6,0,28.44,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.58,0,28.44,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.57,0,28.44,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.44,0,28.4,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.43,0,28.4,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.38,0,28.39,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.34,0,28.38,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.31,28.08,0,0,'Con retraso',0,1,Si,No
'Persona natural',72.3,0,28.37,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.29,0,28.37,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.24,0,28.35,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.21,0,28.35,1,'Nunca paga',0.3,1,No,No
'Persona natural',72.09,0,28.32,1,'Nunca paga',0.3,1,No,No
'Persona natural',72,0,28.29,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.98,0,28.29,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.97,28,0,0,'Con retraso',0,1,Si,No
'Persona natural',71.96,0,28.28,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.92,0,28.27,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.9,0,28.27,1,'Nunca paga',0,1,No,No
'Persona natural',71.86,0,28.26,1,'Nunca paga',0,0,No,No
'Persona natural',71.84,0,28.25,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.83,0,28.25,1,'Nunca paga',0,1,No,No
'Persona natural',71.83,0,28.25,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.82,0,18.25,1,'Nunca paga',0.3,0,No,No
'Persona natural',71.82,0,28.25,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.82,0,18.25,1,'Nunca paga',0,0,No,No
'Persona natural',71.82,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',71.8,0,28.24,1,'Nunca paga',0,1,No,No
'Persona natural',71.78,0,28.24,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.69,0,28.22,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.68,0,28.2,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.65,0,28.2,1,'Nunca paga',0,1,No,No
'Persona natural',71.58,0,28.18,1,'Nunca paga',0,0,No,No
'Persona natural',71.55,27.89,0,0,'Con retraso',0,1,Si,No
'Persona natural',71.54,0,0,0,'Nunca paga',0.3,0,No,No
'Persona natural',71.53,0,28.17,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.47,0,28.15,1,'Nunca paga',0,1,No,No
'Persona natural',71.44,0,28.14,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.41,0,28.14,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.35,0,28.12,1,'Nunca paga',0,1,No,No
'Persona natural',71.31,0,28.11,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.29,0,28.11,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.25,0,28.1,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.25,27.82,0,0,'Con retraso',0,1,Si,No
'Persona natural',71.19,0,28.08,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.18,0,28.08,1,'Nunca paga',0,1,No,No
'Persona natural',71.17,0,28.08,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.16,0,28.07,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.11,0,28.06,1,'Nunca paga',0,0,No,No
'Persona natural',71.07,0,28.05,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.06,27.77,0,0,'Con retraso',0,1,Si,No
'Persona natural',71.05,0,28.05,1,'Nunca paga',0,1,No,No
'Persona natural',71.05,0,28.05,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.04,0,28.04,1,'Nunca paga',0.3,1,No,No
'Persona natural',71.03,0,28.04,1,'Nunca paga',0,1,No,No
'Persona natural',70.96,0,28.02,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.94,0,28.02,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.94,0,28.02,1,'Nunca paga',0,1,No,No
'Persona natural',70.93,0,28.02,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.93,0,28.02,1,'Nunca paga',0,1,No,No
'Persona natural',70.93,27.74,0,0,'Con retraso',0,1,Si,No
'Persona natural',70.92,0,28.01,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.91,0,28.01,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.89,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',70.88,27.72,0,0,'Con retraso',0,1,Si,No
'Persona natural',70.87,0,28,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.87,0,28,1,'Nunca paga',0,1,No,No
'Persona natural',70.86,0,28,1,'Nunca paga',0,1,No,No
'Persona natural',70.85,0,28,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.8,0,27.98,1,'Nunca paga',0,1,No,No
'Persona natural',70.76,0,27.97,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.75,0,27.97,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.72,0,27.96,1,'Nunca paga',0,1,No,No
'Persona natural',70.71,27.68,0,0,'Con retraso',0,1,Si,No
'Persona natural',70.71,0,27.96,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.71,0,27.96,1,'Nunca paga',0,1,No,No
'Persona natural',70.7,0,27.96,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.7,27.68,0,0,'Con retraso',0,1,Si,No
'Persona natural',70.66,0,27.95,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.65,0,0,0,'Nunca paga',0.3,0,No,No
'Persona natural',70.65,0,27.95,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.59,0,27.93,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.55,27.64,0,0,'Con retraso',0,1,Si,No
'Persona natural',70.54,0,27.92,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.47,0,27.9,1,'Nunca paga',0,1,No,No
'Persona natural',70.47,0,27.9,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.46,27.62,0,0,'Con retraso',0,1,Si,No
'Persona natural',70.45,0,27.9,1,'Nunca paga',0,1,No,No
'Persona natural',70.44,27.61,0,0,'Con retraso',0,1,Si,No
'Persona natural',70.44,0,27.89,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.43,0,27.89,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.39,0,27.88,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.36,0,27.87,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.35,0,27.87,1,'Nunca paga',0,1,No,No
'Persona natural',70.34,27.59,0,0,'Con retraso',0,1,Si,No
'Persona natural',70.33,27.59,0,0,'Con retraso',0,1,Si,No
'Persona natural',70.31,0,27.86,1,'Nunca paga',0,1,No,No
'Persona natural',70.29,0,27.86,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.27,27.57,0,0,'Con retraso',0,1,Si,No
'Persona natural',70.26,0,27.85,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.26,27.57,0,0,'Con retraso',0,1,Si,No
'Persona natural',70.26,0,0,0,'Nunca paga',0.3,0,No,No
'Persona natural',70.26,0,27.85,1,'Nunca paga',0,1,No,No
'Persona natural',70.25,0,27.85,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.23,0,27.84,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.22,0,27.84,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.22,27.56,0,0,'Con retraso',0,1,Si,No
'Persona natural',70.2,0,27.83,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.18,0,27.83,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.18,0,27.83,1,'Nunca paga',0,1,No,No
'Persona natural',70.16,0,27.82,1,'Nunca paga',0,1,No,No
'Persona natural',70.13,0,27.82,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.11,0,27.81,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.1,0,27.81,1,'Nunca paga',0.3,1,No,No
'Persona natural',70.08,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',70.07,0,27.8,1,'Nunca paga',0,1,No,No
'Persona natural',70.04,0,27.79,1,'Nunca paga',0,1,No,No
'Persona natural',69.94,0,27.77,1,'Nunca paga',0,1,No,No
'Persona natural',69.91,0,27.76,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.9,0,27.76,1,'Nunca paga',0,1,No,No
'Persona natural',69.88,0,27.75,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.88,0,27.75,1,'Nunca paga',0,0,No,No
'Persona natural',69.85,0,27.75,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.82,0,27.74,1,'Nunca paga',0,1,No,No
'Persona natural',69.8,0,27.73,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.8,0,27.73,1,'Nunca paga',0,1,No,No
'Persona natural',69.79,0,27.73,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.78,0,27.73,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.77,0,27.73,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.77,0,27.73,1,'Nunca paga',0,1,No,No
'Persona natural',69.76,0,27.72,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.75,0,27.72,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.75,27.44,0,0,'Con retraso',0,1,Si,No
'Persona natural',69.75,0,27.72,1,'Nunca paga',0,1,No,No
'Persona natural',69.75,0,17.72,1,'Nunca paga',0,0,No,No
'Persona natural',69.73,0,27.72,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.73,0,27.72,1,'Nunca paga',0,1,No,No
'Persona natural',69.68,0,27.7,1,'Nunca paga',0,1,No,No
'Persona natural',69.66,0,27.7,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.65,0,27.7,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.63,0,27.69,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.63,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',69.59,0,27.68,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.59,0,27.68,1,'Nunca paga',0,1,No,No
'Persona natural',69.58,0,27.68,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.53,0,27.67,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.53,0,27.67,1,'Nunca paga',0,1,No,No
'Persona natural',69.48,0,27.65,1,'Nunca paga',0,1,No,No
'Persona natural',69.46,0,27.65,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.41,0,0,0,'Nunca paga',0.3,0,No,No
'Persona natural',69.4,0,27.63,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.38,0,27.63,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.37,0,27.63,1,'Nunca paga',0,1,No,No
'Persona natural',69.34,0,27.62,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.3,0,27.61,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.26,0,27.6,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.23,0,27.59,1,'Nunca paga',0,1,No,No
'Persona natural',69.23,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',69.23,27.31,0,0,'Con retraso',0,1,Si,No
'Persona natural',69.23,0,27.59,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.23,27.52,0,0,'Con retraso',0,1,Si,No
'Persona natural',69.21,0,27.59,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.2,0,17.58,1,'Nunca paga',0,0,No,No
'Persona natural',69.15,0,27.56,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.05,0,27.54,1,'Nunca paga',0,1,No,No
'Persona natural',69.05,0,27.54,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.04,0,27.53,1,'Nunca paga',0.3,1,No,No
'Persona natural',69.03,0,27.53,1,'Nunca paga',0.3,1,No,No
'Persona natural',69,0,27.52,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.99,0,27.52,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.96,0,27.51,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.92,0,27.5,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.92,0,27.5,1,'Nunca paga',0,1,No,No
'Persona natural',68.91,0,27.5,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.87,0,27.49,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.85,0,0,0,'Nunca paga',0.3,0,No,No
'Persona natural',68.84,0,27.48,1,'Nunca paga',0,1,No,No
'Persona natural',68.81,0,27.48,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.75,0,27.46,1,'Nunca paga',0,1,No,No
'Persona natural',68.74,0,27.46,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.7,0,27.45,1,'Nunca paga',0,1,No,No
'Persona natural',68.67,0,27.44,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.66,0,27.44,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.59,0,27.42,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.57,0,27.42,1,'Nunca paga',0,1,No,No
'Persona natural',68.56,0,27.41,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.54,0,27.41,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.53,0,27.41,1,'Nunca paga',0,1,No,No
'Persona natural',68.53,0,27.41,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.52,0,27.4,1,'Nunca paga',0,1,No,No
'Persona natural',68.51,0,27.4,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.5,0,27.4,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.47,0,27.39,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.46,0,27.39,1,'Nunca paga',0,1,No,No
'Persona natural',68.46,0,27.39,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.44,0,27.38,1,'Nunca paga',0,0,No,No
'Persona natural',68.44,27.11,0,0,'Con retraso',0,1,Si,No
'Persona natural',68.41,27.11,0,0,'Con retraso',0,1,Si,No
'Persona natural',68.4,0,27.37,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.38,0,27.37,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.36,27.09,0,0,'Con retraso',0,1,Si,No
'Persona natural',68.35,27.09,0,0,'Con retraso',0,1,Si,No
'Persona natural',68.33,0,27.36,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.31,0,27.35,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.3,27.08,0,0,'Con retraso',0,1,Si,No
'Persona natural',68.29,0,27.35,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.27,0,27.34,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.26,0,27.34,1,'Nunca paga',0,1,No,No
'Persona natural',68.24,0,27.33,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.23,0,27.33,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.22,0,27.33,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.2,27.05,0,0,'Con retraso',0,1,Si,No
'Persona natural',68.19,0,27.32,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.18,0,27.32,1,'Nunca paga',0,1,No,No
'Persona natural',68.18,0,0,0,'Nunca paga',0.3,0,No,No
'Persona natural',68.16,0,27.31,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.15,0,27.31,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.15,0,27.31,1,'Nunca paga',0,1,No,No
'Persona natural',68.12,0,27.3,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.1,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',68.1,0,27.3,1,'Nunca paga',0,1,No,No
'Persona natural',68.09,0,27.3,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.07,0,27.29,1,'Nunca paga',0,1,No,No
'Persona natural',68.07,27.02,0,0,'Con retraso',0,1,Si,No
'Persona natural',68.07,0,27.29,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.06,0,27.29,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.05,0,27.29,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.04,0,27.28,1,'Nunca paga',0.3,1,No,No
'Persona natural',68.03,0,27.28,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.99,0,27.27,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.97,0,27.27,1,'Nunca paga',0,1,No,No
'Persona natural',67.97,0,27.27,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.95,0,27.26,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.9,0,27.25,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.87,0,27.24,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.85,0,27.24,1,'Nunca paga',0,1,No,No
'Persona natural',67.83,0,27.23,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.83,0,27.23,1,'Nunca paga',0,1,No,No
'Persona natural',67.82,0,27.23,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.78,0,27.22,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.77,0,27.22,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.76,0,27.21,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.72,0,27.2,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.7,0,27.2,1,'Nunca paga',0,1,No,No
'Persona natural',67.67,0,27.19,1,'Nunca paga',0,1,No,No
'Persona natural',67.67,26.92,0,0,'Con retraso',0,1,Si,No
'Persona natural',67.63,0,27.18,1,'Nunca paga',0,1,No,No
'Persona natural',67.62,0,27.18,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.61,0,27.18,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.58,0,27.17,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.57,0,17.17,1,'Nunca paga',0,0,No,No
'Persona natural',67.57,0,27.17,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.57,18.25,8.79,1,'Con retraso',0.1,1,Si,Si
'Persona natural',67.56,0,27.16,1,'Nunca paga',0,1,No,No
'Persona natural',67.54,0,27.16,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.54,0,27.16,1,'Nunca paga',0,0,No,No
'Persona natural',67.54,0,17.16,1,'Nunca paga',0.3,0,No,No
'Persona natural',67.52,0,27.15,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.52,0,27.15,1,'Nunca paga',0,1,No,No
'Persona natural',67.51,0,27.15,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.46,0,27.14,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.41,0,27.13,1,'Nunca paga',0,1,No,No
'Persona natural',67.41,0,27.13,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.4,0,27.12,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.39,0,27.12,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.32,0,27.1,1,'Nunca paga',0,1,No,No
'Persona natural',67.28,0,27.09,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.27,0,27.09,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.26,0,27.09,1,'Nunca paga',0,1,No,No
'Persona natural',67.24,0,27.08,1,'Nunca paga',0,1,No,No
'Persona natural',67.22,0,27.08,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.22,0,0,0,'Nunca paga',0.3,0,No,No
'Persona natural',67.21,0,27.08,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.21,0,27.08,1,'Nunca paga',0,1,No,No
'Persona natural',67.18,0,27.07,1,'Nunca paga',0,1,No,No
'Persona natural',67.16,0,27.06,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.06,0,27.04,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.04,0,0,0,'Nunca paga',0.3,0,No,No
'Persona natural',67.04,0,27.03,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.02,0,27.03,1,'Nunca paga',0,1,No,No
'Persona natural',67.02,0,27.03,1,'Nunca paga',0.3,1,No,No
'Persona natural',67.01,0,27.03,1,'Nunca paga',0.3,1,No,No
'Persona natural',67,0,27.02,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.98,0,27.02,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.96,26.74,0,0,'Con retraso',0,1,Si,No
'Persona natural',66.91,0,27,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.91,0,27,1,'Nunca paga',0,1,No,No
'Persona natural',66.91,26.73,0,0,'Con retraso',0,1,Si,No
'Persona natural',66.9,0,27,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.9,0,27,1,'Nunca paga',0,1,No,No
'Persona natural',66.89,0,27,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.88,0,26.99,1,'Nunca paga',0,1,No,No
'Persona natural',66.84,0,26.98,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.83,0,26.98,1,'Nunca paga',0,0,No,No
'Persona natural',66.83,0,26.98,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.8,0,26.97,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.79,0,26.97,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.78,0,26.97,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.77,0,26.97,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.71,0,26.95,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.69,0,26.95,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.67,0,26.94,1,'Nunca paga',0,1,No,No
'Persona natural',66.66,0,26.94,1,'Nunca paga',0,1,No,No
'Persona natural',66.63,0,26.92,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.62,0,26.92,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.61,0,26.92,1,'Nunca paga',0,1,No,No
'Persona natural',66.61,0,26.92,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.59,0,26.91,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.58,0,26.91,1,'Nunca paga',0,1,No,No
'Persona natural',66.58,0,26.91,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.57,0,26.91,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.57,0,26.91,1,'Nunca paga',0,1,No,No
'Persona natural',66.54,0,26.9,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.53,0,26.9,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.52,26.63,0,0,'Con retraso',0,1,Si,No
'Persona natural',66.52,0,26.89,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.5,0,26.89,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.5,0,0,0,'Nunca paga',0.3,0,No,No
'Persona natural',66.5,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',66.47,0,26.88,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.43,0,26.87,1,'Nunca paga',0,1,No,No
'Persona natural',66.42,0,26.87,1,'Nunca paga',0,1,No,No
'Persona natural',66.42,0,26.87,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.36,0,26.85,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.35,0,26.85,1,'Nunca paga',0,1,No,No
'Persona natural',66.33,0,26.85,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.3,0,26.84,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.29,0,26.84,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.22,0,26.82,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.21,0,26.82,1,'Nunca paga',0,1,No,No
'Persona natural',66.18,0,26.81,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.17,0,26.81,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.16,0,26.8,1,'Nunca paga',0,1,No,No
'Persona natural',66.15,26.54,0,0,'Con retraso',0,1,Si,No
'Persona natural',66.12,0,26.79,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.12,0,26.79,1,'Nunca paga',0,1,No,No
'Persona natural',66.08,0,26.78,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.07,0,26.78,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.07,0,0,0,'Nunca paga',0.3,0,No,No
'Persona natural',66.06,0,26.78,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.01,0,26.77,1,'Nunca paga',0.3,1,No,No
'Persona natural',66.01,0,26.77,1,'Nunca paga',0,1,No,No
'Persona natural',65.98,16.5,0,0,'Con retraso',0,0,Si,No
'Persona natural',65.98,0,26.76,1,'Nunca paga',0.3,1,No,No
'Persona natural',65.97,26.5,0,0,'Con retraso',0,1,Si,No
'Persona natural',65.93,0,26.75,1,'Nunca paga',0.3,1,No,No
